spectre-meltdown-checker 0.37-1
speex 1.2.0-1
speexdsp 1.2rc3-3
spice 0.14.0-2
spice-gtk 0.35-1
splix 2.0.0-14
sqlite 3.25.2-1
srt 1.3.1-1
st-manjaro 1:0.8.1.r3.g041912a-1
startup-notification 0.12-5
subversion 1.10.3-1
sudo 1.8.25.p1-1
suitesparse 5.3.0-1
sysfsutils 2.1.0-10
system-config-printer 1.5.11-3
systemd 239.3-2
systemd-sysvcompat 239.3-1
t1lib 5.1.2-6
taglib 1.11.1-1
talloc 2.1.14-1
tar 1.30-1
tcl 8.6.8-3
tdb 1.3.16-1
terminus-font 4.46-1.1
tevent 1:0.9.37-1
texinfo 6.5-2
texlive-bin 2018.47465-5
texlive-core 2018.48566-1
thin-provisioning-tools 0.7.6-1
tlp 1.1-1.0
tmux 2.8-1
trojita 0.7-2
tslib 1.17-1
ttf-bitstream-vera 1.10-11
ttf-dejavu 2.37-2
ttf-droid 20121017-5
ttf-inconsolata 1:2.0.0.1-3
ttf-indic-otf 0.2-9
ttf-roboto 2.138-1
twolame 0.3.13-8
tzdata 2018g-1
udiskie 1.7.5-2
udisks2 2.8.1-1
unarchiver 1.10.1-5
unibilium 2.0.0-1
unrar 1:5.6.8-1
unzip 6.0-12
upower 0.99.8-1.1
usb_modeswitch 2.5.2-1
usbmuxd 1.1.0+28+g46bdf3e-1
usbredir 0.8.0-1
usbutils 010-1
util-linux 2.32.1-2
v4l-utils 1.16.1-1
v86d 0.1.10-5.1
vde2 2.3.2-11
vi 1:070224-3
vid.stab 1.1-2
vim 8.1.0470-1
vim-jedi 0.9.0-1
vim-omnicppcomplete 0.4.1-8
vim-runtime 8.1.0470-1
vim-supertab 2.1-2
virglrenderer 0.7.0-1
virt-install 2.0.0-1
virt-manager 2.0.0-1
visual-studio-code-bin 1.28.2-2
vivaldi 2.1.1337.36-1
vivaldi-ffmpeg-codecs 69.0.3497.100-1
vivaldi-widevine 1:4.10.1192.0-2
vlc 3.0.4-6
volume_key 0.3.11-2
vpnc 0.5.3.svn550-2
vte-common 0.54.2-1
vte3 0.54.2-1
vulkan-icd-loader 1.1.85+2969+5abee6173-1
w3m 0.5.3.git20180125-1
wavpack 5.1.0-2
wayland 1.16.0-1
wayland-protocols 1.16-1
webkit2gtk 2.22.3-1
webrtc-audio-processing 0.3.1-1
wget 1.19.5-1
which 2.21-2
wildmidi 0.4.2-1
wine 3.19-1
winetricks 20180815-1
wireless-regdb 2018.05.31-2
wireless_tools 30.pre9-2
woff2 1.0.2-1
wpa_supplicant 1:2.6-12
x264 2:155.r0a84d986-2
x265 2.9-1
xbitmaps 1.1.2-1
xcb-proto 1.13-2
xcb-util 0.4.0-2
xcb-util-cursor 0.1.3-1
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xcb-util-xrm 1.3-1
xclip 0.13-2
xcursor-breeze 5.11.5-1
xdg-su 1.2.3-1
xdg-user-dirs 0.17-1
xdg-utils 1.1.3-3
xf86-input-elographics 1.4.1-7
xf86-input-evdev 2.10.6-1
xf86-input-keyboard 1.9.0-2
xf86-input-libinput 0.28.1-1
xf86-input-mouse 1.9.3-1
xf86-input-synaptics 1.9.1-1
xf86-input-void 1.4.1-3
xfce4-settings-gtk3 4.13.5-4
xfconf-gtk3 4.13.6-1
xfsprogs 4.18.0-1
xfwm4-gtk3 4.13.1-3
xkeyboard-config 2.25-1
xmlsec 1.2.27-1
xmlto 0.0.28-2
xorg-appres 1.0.5-1
xorg-bdftopcf 1.1-1
xorg-font-util 1.3.1-2
xorg-font-utils 7.6-5
xorg-fonts-alias 1.0.3-2
xorg-fonts-encodings 1.0.4-5
xorg-luit 1.1.1-3
xorg-mkfontdir 1.0.7-9
xorg-mkfontscale 1.1.3-1
xorg-server 1.20.3-1
xorg-server-common 1.20.3-1
xorg-setxkbmap 1.3.1-2
xorg-twm 1.0.10-1
xorg-xauth 1.0.10-1
xorg-xinit 1.4.0-3
xorg-xkbcomp 1.4.2-1
xorg-xkill 1.0.5-1
xorg-xmessage 1.0.5-1
xorg-xmodmap 1.0.9-2
xorg-xrdb 1.1.1-1
xorg-xset 1.2.4-1
xorgproto 2018.4-1
xscreensaver 5.40-1
xterm 337-1
xvidcore 1.3.5-1
xz 5.2.4-1
yajl 2.1.0-2
yarn 1.12.1-1
zenity 3.30.0-1
zeromq 4.2.5-1
zita-alsa-pcmi 0.3.2-1
zita-resampler 1.6.2-1
zlib 1:1.2.11-3
zsh 5.6.2-1
zsh-autosuggestions 0.4.3-1
zsh-completions 0.29.0-1
zsh-history-substring-search 1.0.1-2
zsh-syntax-highlighting 0.6.0-1
zstd 1.3.6-1
zziplib 0.13.69-1
